"RegionID","RegionName","SizeRank","1979-03","1979-06","1979-09","1979-12","1980-03","1980-06","1980-09","1980-12","1981-03","1981-06","1981-09","1981-12","1982-03","1982-06","1982-09","1982-12","1983-03","1983-06","1983-09","1983-12","1984-03","1984-06","1984-09","1984-12","1985-03","1985-06","1985-09","1985-12","1986-03","1986-06","1986-09","1986-12","1987-03","1987-06","1987-09","1987-12","1988-03","1988-06","1988-09","1988-12","1989-03","1989-06","1989-09","1989-12","1990-03","1990-06","1990-09","1990-12","1991-03","1991-06","1991-09","1991-12","1992-03","1992-06","1992-09","1992-12","1993-03","1993-06","1993-09","1993-12","1994-03","1994-06","1994-09","1994-12","1995-03","1995-06","1995-09","1995-12","1996-03","1996-06","1996-09","1996-12","1997-03","1997-06","1997-09","1997-12","1998-03","1998-06","1998-09","1998-12","1999-03","1999-06","1999-09","1999-12","2000-03","2000-06","2000-09","2000-12","2001-03","2001-06","2001-09","2001-12","2002-03","2002-06","2002-09","2002-12","2003-03","2003-06","2003-09","2003-12","2004-03","2004-06","2004-09","2004-12","2005-03","2005-06","2005-09","2005-12","2006-03","2006-06","2006-09","2006-12","2007-03","2007-06","2007-09","2007-12","2008-03","2008-06","2008-09","2008-12","2009-03","2009-06","2009-09","2009-12","2010-03","2010-06","2010-09","2010-12","2011-03","2011-06","2011-09","2011-12","2012-03","2012-06","2012-09","2012-12","2013-03","2013-06","2013-09","2013-12","2014-03","2014-06","2014-09","2014-12","2015-03","2015-06","2015-09","2015-12","2016-03","2016-06","2016-09","2016-12","2017-03","2017-06"
395096,"Shreveport, LA",111,,,,,,,,,,,,,,,,,,,,,,64454.2439139963,61038.103417639,61490.5289344311,59530.0183616656,62074.0922821773,62919.931291832,62159.3318722976,63995.2615056566,63660.8600367233,64860.7711899544,60933.1931528757,63254.3327607653,61621.6667653853,58723.5207012972,58723.5207012972,58644.8380027246,56743.3394538885,56120.434756856,55025.4338683883,55215.5837232719,55890.9435526861,55694.2368062548,55602.4403245869,56192.5605638808,55438.5180358941,55523.7576260143,55799.1470710182,55608.9972161346,56264.6863709056,55386.0629035124,57379.3579340165,57766.2145353314,58264.5382929574,59425.1080969022,59457.8925546408,59713.6113250015,60441.4262867974,61575.7685245513,61936.3975596754,62703.5538707576,63949.3632648226,65588.5861517503,64847.657406859,65568.9154771071,65785.2928981816,67044.2160753421,67522.8691583249,67811.3723864242,68827.6905763194,68893.2594917965,68126.1031807143,70119.3982112184,69489.9366226382,70375.1169815791,70224.3084759817,70984.9078955162,72106.1363501747,72761.8255049458,72978.2029260203,74787.9049931884,75423.9234733163,75902.5765562992,76059.9419534443,75876.3489901084,77764.7337558491,78446.650476811,78787.6088372919,80708.7780607712,81351.3534324468,82498.8094532962,82806.9833560386,83724.9481727181,84275.7270627258,85862.4948172718,87003.3939465735,87678.7537759877,88813.0960137416,89672.0488064917,91108.0080554404,92688.2189184387,93534.0579280933,95278.1910797844,97612.4444707694,98510.7386128058,101113.824557247,102798.945685009,104025.08440443,105952.810519457,107283.859503643,109664.011135462,110175.448676183,110700,109600,108400,108800,110400,110700,110000,108100,105200,104600,104800,106400,113200,112400,112900,112700,111700,112700,112700,113000,112100,113900,115800,115200,114000,112900,111800,112100,111600,112300,111600,111100,110400,110700,111600,112800,115200,116100,119400,122100,121500,124600
395116,"Springfield, MO",112,,,,,,,,,,,,,,,,,,,,,,,48853.5463015782,50326.3738353299,51613.3105153071,52907.3968435064,52499.8668948469,51842.0992584141,53186.2331241681,53786.8035748241,55567.0659821259,55738.6575394562,55202.433922799,56203.3846738924,56875.4516067693,55466.9709070165,55788.7050770108,56553.717436775,56932.6487925461,56282.0308043354,55945.9973378969,56517.9691956646,56725.3089941053,57683.3618558661,57011.2949229892,57311.5801483172,57447.423464537,57290.1312036509,57726.2597451987,58505.5714014071,58677.1629587374,59406.4270773911,59749.6101920517,60307.2827533752,60636.1665715916,60965.0503898079,61329.6824491348,62137.5926982316,63210.0399315459,64261.0382201939,66341.5858528237,68071.8007225708,69465.9821258794,70688.5719718578,71496.4822209545,71868.2639285035,73233.8467389237,73762.9207073588,75357.2922608861,75200,77000,75900,78600,83300,88300,87000,89000,88800,87300,89300,94900,94600,98000,98400,104900,100400,101300,101500,103900,109400,103500,105700,105800,106700,111400,113700,111400,113500,115000,113700,103000,101800,102600,103100,107500,109300,111100,112400,115300,116600,118400,121000,121600,121300,117900,118200,120300,118200,118600,120200,123200,124000,121400,118100,114100,113700,113400,112600,111100,111100,111100,109100,109200,108400,108600,108100,106200,106600,108700,110700,112300,113900,112900,113900,115400,115400,116500,117900,119300,119500,120700,119800,119200,118900
395244,"York, PA",113,,,,,,,,,,,,,,,,,,,,,56112.9124547015,56351.3255769598,59422.086591646,58230.0209803548,58544.7263017357,60633.2252527179,61462.9029181766,62654.9685294679,62426.0919320999,62998.2834255197,64791.1501049018,65849.7043677284,67652.1075720008,70436.7728399771,72725.5388136563,74976.1586877742,76893.0001907305,77331.6803356857,79830.2498569521,79944.6881556361,80831.5849704368,82853.3282471867,84817.8523745947,86248.3311081442,86515.3538050734,87736.0289910357,88069.8073621972,88384.5126835781,89156.9711996948,90396.7194354377,89471.6765210757,92189.5861148198,92351.7070379554,92809.4602326912,95021.9340072478,95145.9088308221,95622.7350753385,95956.5134465001,95927.9038718291,96748.0450123975,96738.5084875071,97110.43295823,96109.0978447454,96967.3850848751,95365.2489032996,97949.6471485791,99723.4407781804,101172.992561511,101583.063131795,1e+05,1e+05,100300,101500,101200,102400,104300,106200,106200,105600,105500,106400,107200,107900,108800,109800,111300,111600,111600,112400,114100,116100,117500,117200,118000,118500,119400,122000,124700,127400,130600,133900,136800,140900,146200,150500,154300,161100,166100,171200,174800,176800,177000,178700,180500,180400,178600,175100,174300,173200,172400,169700,165700,164700,165500,166800,165300,159200,156500,154500,152700,151200,148000,146700,145500,145700,147300,146700,143600,144800,143400,144500,149900,149800,151600,151400,154500,156800,155200,157000,157900,160400,163200,164800,165600
394502,"Corpus Christi, TX",114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394596,"Flint, MI",115,39797.2911793556,41448.1626801479,42026.6732060666,42562.8536935034,44030.2950275409,42076.058250962,43698.7097260997,41603.372821248,40686.2219874745,39677.3560703237,49526.1450237682,44481.815438014,46464.2722402475,36354.4480494982,44714.6306496642,39225.8356598506,43247.1893156266,42351.2035010941,43832.754847959,43162.5292386629,43762.2047838225,41956.1231419301,42181.8833471667,42964.989059081,44136.1201237456,43776.3147966498,44947.4458613144,44989.7758997963,45899.8717271561,46690.032445484,48002.2636384215,48086.9237153852,48369.1239719309,48813.5893759903,49413.2649211499,49258.0547800498,49716.6301969365,50711.3861012601,51120.5764732513,51734.3620312382,52150.6074096431,52362.2576020524,54408.2094620086,54718.6297442089,55551.1205010186,57406.5871878065,57159.6619633291,57561.7973289067,58415.4531049574,59438.4290349355,59939.3344903041,60129.8196634724,60983.4754395231,61921.7912925375,62345.0916773561,63071.7573379612,62740.17203652,63339.8475816796,63798.4229985664,64708.5188259262,65583.3396212178,66747.4156794688,68243.0770391609,68758.0925073568,70550.0641364219,72469.0258809326,73922.3572021429,75686.1088055535,76899.5699086999,78479.8913453558,80067.2677884253,81859.2394174904,83058.5905078096,83848.7512261375,85753.6029578209,86952.95404814,87912.4349203954,88787.255715687,90670.9424281295,91150.6828642571,92646.3442239493,93500,97100,97800,97600,98800,100200,102200,103600,106500,108500,108100,107900,109300,110000,111500,112500,112900,114300,117700,116300,117700,119700,121200,122400,123000,124200,122800,120900,121100,120100,118400,117800,116500,114100,111000,104500,97400,90100,84300,82500,78200,74300,72100,72700,70700,68000,65000,61800,59300,58100,58600,56700,59300,61300,63200,64100,65400,69400,71200,72900,74600,75400,76100,78300,80900,83000,84400,85400,87300,88800,91600,94000,94700
395019,"Reno, NV",116,78456.8469831663,84603.3667486287,82843.1624739928,82687.0153205977,85341.5169283147,86093.8623037639,84887.2706638926,87286.2587478721,93361.8025345186,90465.9825988273,97024.1630414223,94454.8326082845,98173.973898241,97776.5084168716,94582.5893701532,95519.4722905239,97180.3101948175,97364.847739739,101041.403442406,104476.640817099,101367.892944959,97123.5294117647,94965.8596557594,99707.0550406658,97563.5804804237,99749.6406279554,99196.0279931908,99437.3463211651,102233.799886514,104604.397578967,104930.887081521,106023.917155287,107656.364668054,105740.013240023,106236.845091734,106236.845091734,107358.265557027,105541.280499338,108650.028371477,109331.39776811,108337.734064687,109927.595990165,112383.364857197,114271.325893702,115846.992623416,115733.43105731,118586.665405712,119537.743521846,121482.485341403,122802.63854738,124534.45243049,126252.071117836,127614.809911103,128281.984111973,130070.578778135,131660.440703613,131774.002269718,132852.837147721,134428.503877435,135720.266691886,136671.34480802,138587.696236051,140603.414034424,140986.68432003,141951.957631927,145216.852657462,147842.963873652,148566.918857575,150213.561566106,150100,150000,150900,153300,153500,154600,154600,156000,156100,155900,156500,156900,158900,159000,159500,161100,161200,162800,165700,168400,170400,172300,176600,180400,183700,187200,191900,198800,205300,214700,224400,237700,256700,280200,302000,318800,334300,348100,353800,354300,350500,338600,327300,320200,311500,304700,295400,281800,270400,254900,242700,231300,217600,205900,195300,188200,183000,177100,173100,166400,158300,153800,151100,151000,157000,163900,168900,177700,186900,197700,209900,220800,225400,231700,241300,248600,258800,267200,273100,282500,291900,300200,304200,306800,313500
394338,"Asheville, NC",117,,,,,,,,,,,,,,,,,,,,,,,,,54045.9068421544,54029.0674880986,56521.2918883599,55898.2357882946,55788.7799869318,56807.5609073089,58230.4863250257,59021.9359656492,60840.5862036778,60495.3794455335,62970.764491739,62777.1119200971,62465.5838700644,63282.2925417717,64503.1457108186,66170.2417623448,64494.7260337907,65841.8743582563,67719.4623354803,67113.2455894707,68906.6367964156,69260.2632315878,71213.6283020629,71449.3792588444,71617.7727994026,71643.0318304863,71861.943433212,73655.3346401568,74429.9449267246,75162.4568281527,75861.2900214692,76779.0348175114,75406.6274619621,78319.835713619,78488.2292541772,79372.2953421077,79262.8395407449,81182.5259031084,81182.5259031084,82782.2645384113,84196.7702791002,84979.8002426958,86360.627275273,87876.1691402968,88238.215252497,90200,92400,94200,95000,96200,96100,97500,100200,101400,103200,105700,107200,109000,110200,110700,113300,114400,115700,118300,120100,121700,124300,125400,127200,129200,130700,131800,133500,135400,137100,139700,142600,144600,148400,150600,152800,155600,159200,165200,170800,175300,179200,182400,180500,185500,187800,189600,190200,189500,185700,178800,181300,179300,177500,174200,169400,166000,165000,165500,166100,163200,161500,162500,163000,163100,162200,163400,163100,164600,166300,168900,169400,170800,174200,175200,177800,182100,187000,189700,193800,200800,206300,213800,217700,223500
394995,"Port St. Lucie, FL",118,,,51562.8622469234,54230.5180627233,56570.2560539897,61533.3366415244,60168.4894799524,61542.1992854307,69217.2489082969,69943.9857086145,64050.327510917,55373.7991266375,57119.739976181,64068.0527987297,75988.3088527193,70413.7058356491,68198.0448590711,66265.988487495,68073.9678443827,68774.1167129813,69491.9908693926,70209.8650258039,74517.1099642715,76138.9737991266,71707.6518459706,70325.0793965859,70387.1179039301,69447.6776498611,71397.4593092497,71707.6518459706,73816.9610956729,73063.6363636364,74765.2639936483,73825.8237395792,74189.192139738,75429.9622866217,78000.1290194522,77610.1726875744,80508.2572449385,80986.8400158793,82865.7205240175,82404.8630408892,84788.9142516872,87013.4378721715,86579.1683207622,88271.9333068678,86977.9872965462,87695.8614529575,86082.8602620087,87766.762604208,88147.8562921794,90079.9126637555,90788.9241762604,88768.2413656213,90088.7753076618,90044.4620881302,90540.7701468837,90558.4954346963,90655.9845176657,91435.8971814212,90469.8689956332,88085.8177848352,87518.6085748313,88201.0321556173,88626.4390631203,89264.5494243747,89734.2695514093,89308.8626439063,91462.4851131401,89300,89100,88600,90100,90300,90700,90900,91600,90900,90100,91000,92300,93500,94500,96400,98500,100800,103200,104300,106400,109600,113100,115800,120000,124200,127400,133500,138600,143400,150400,159000,167300,179900,193700,204700,218300,234400,247800,255400,258600,255300,251100,245600,236000,225600,212100,200100,185500,169100,156700,144000,134400,128700,123300,121400,123800,121500,120900,118800,115100,113200,111200,111500,111900,114900,115500,116600,119800,125900,132000,134300,136900,139600,143900,150800,155100,160700,167700,175100,182600,186100,191000,197100,202400,203800
753917,"Santa Maria-Santa Barbara, CA",119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196200,194800,195100,196200,197500,201300,207400,212400,,223800,230900,236400,247800,256600,260700,275800,288700,301400,313600,324700,339900,358400,370400,380600,390600,406200,427300,444000,461300,479100,504900,533300,559900,599400,629300,653100,666800,672800,683800,676000,664700,644800,617200,612000,613600,601500,586700,555400,530700,501700,476300,480400,468600,461000,457900,443900,439200,438100,434300,420100,408300,397200,386800,383600,384000,388900,404500,421200,442300,464300,477600,492200,499500,507500,513000,517800,527700,536700,544800,550200,554100,555500,561000,564200,560200
394698,"Huntsville, AL",120,,,,,,,,,,,,,,,,,,,,,,,,70231.1824859571,69378.0642373614,70657.7416102549,72986.0434970474,73963.5748235633,74594.5268615872,74905.5595563877,75341.0053291084,77171.6549042201,78975.6445340631,79206.6973930577,79633.2565173556,78540.1987613423,80619.6744922944,82068.1981852225,81126.2134523981,81232.8532334725,81215.0799366268,81401.6995535071,82619.1703874406,83401.1954486533,82699.1502232464,82681.3769264007,83854.4145182198,82956.8630275097,83818.8679245283,84867.4924384272,85134.0918911133,86102.7365692064,86849.2150367276,86715.9153103845,88511.0182918047,88786.5043929137,89746.2624225839,90492.7408901051,91283.6525997407,91674.6651303471,91505.8188103125,90714.9071006769,89764.0357194296,88137.7790580441,88866.4842287196,90412.7610542993,91639.1185366556,91123.692928129,92865.4760190119,92563.3299726343,91985.6978251476,93380.9016275385,93256.4885496183,94669.465648855,95193.7779058044,96437.9086850065,97593.1729799798,98846.1904076048,99699.3086562005,100561.313553219,100961.212732248,100312.487397379,101565.504825004,101192.265591243,102294.209995679,102951.821978972,103520.567478035,104871.338038312,107128.546737721,107599.539104134,108817.009938067,109474.62192136,110416.606654184,110478.813193144,112265.029526141,113100.374477891,114433.371741322,115250.943396226,115686.389168947,116237.361371165,117054.933026069,116921.633299726,119107.748811753,119783.134091891,122138.095923952,123400,127100,134800,142200,150300,155300,156900,157700,159200,157500,155600,157600,160800,163500,163900,160400,156700,156000,155300,154100,152500,153100,154800,153600,151300,149000,146400,145900,145500,145700,145700,146400,146700,146500,146200,146100,147100,147100,147200,148500,150700,151000,151500,152300,152600,152500,152500,152800,152900
394612,"Fort Wayne, IN",121,45658.5291599277,46754.4477214347,47544.3630482352,48213.3003520122,50625.7444581867,47572.8284654172,49174.0081819047,53856.5693083436,50234.3449719342,51109.6565502807,54724.7645323946,48626.0489011512,49593.8730853392,47444.7340880982,47373.5705451432,48334.2783750357,49828.7127770907,47088.9163733232,46804.2622015032,46441.3281324327,47715.1555513272,50768.0715440967,46042.8122918847,50341.0902863667,51415.6597849872,52447.5311578347,52995.4904385881,53906.3837884121,54767.4626581676,56254.7807059271,57030.4633241366,58546.2467890781,59442.9074303111,60126.0774426791,60802.1311007516,61058.3198553896,61670.3263248026,63001.0845780611,61834.0024735991,63001.0845780611,62161.3547711921,63086.4808296071,64168.1666825231,63790.9999048616,63079.3644753116,64687.6605460946,64146.8176196366,63371.1350014271,64894.0348206641,65434.8777471221,65726.6482732376,66281.7239082866,66523.6799543336,66545.0290172201,67484.3877842261,67541.31861859,68032.3470649795,68075.0451907525,68594.539054324,69235.010940919,69071.3347921225,69775.853867377,70160.136999334,70409.2093996765,71163.5429549995,72053.087241937,72643.7446484635,73419.427266673,74429.949576634,74800,72600,73600,76800,79200,84600,86500,88100,88100,87900,88400,88700,88600,89000,89800,90900,91400,92800,93400,95000,95900,97500,99300,100400,100600,100900,101000,100600,101200,101200,101500,102500,103700,105400,107000,107600,109000,109200,109000,109100,108500,109300,109100,108200,107900,107500,107600,107700,107400,105800,103700,101400,98900,98000,99200,102100,103000,102800,101800,102000,102400,1e+05,98500,97700,98600,101300,103600,101400,101400,103400,102700,102600,103400,104800,105000,105800,107500,109400,110500,111000,110400,108800,111100,115500,114700
395050,"Salinas, CA",122,73915.3357801805,76364.8447574645,77860.7281023708,85788.909830374,79786.6779089376,80441.1268723341,82741.0475151275,86237.6748338458,84853.9827398076,88406.7056839599,94558.5259398869,97082.8290844162,88032.7348477334,90313.9569487154,89827.7948616209,94502.4303144529,97512.8955460768,100691.647654003,96054.4092847932,100691.647654003,101495.68495189,102636.296002381,105067.106437853,105216.694772344,107123.946037099,109218.182719968,112247.346493403,113948.913798234,115669.179644876,117277.254240651,120755.183017558,122587.640115068,126102.965975598,128795.555996429,132348.278940581,133488.889991072,137583.870647753,142482.888602321,149139.569487154,154599.543696062,160545.679992064,168529.957345501,174513.490725126,180010.862017657,184704.1960123,186555.351651622,188668.286876302,190238.964388454,189846.295010416,191342.178355322,190856.016268227,192800.664616605,191473.068148001,190968.207519095,191360.876897133,190145.471679397,188649.588334491,189416.228548755,187939.04374566,188369.110207321,187976.440829283,188911.367919849,185788.711437357,185770.012895546,186985.418113282,187527.675825811,190612.93522468,190351.155639321,189247.941672453,188500,184500,184600,186400,188200,190500,193000,194700,,204500,209200,215400,222800,233400,246600,267300,281300,297100,310700,328400,343300,351700,350400,349600,363000,371300,385700,394900,405800,421900,445900,471600,505200,544400,581200,608600,640400,668100,680600,693900,690300,678000,652200,644000,626700,606400,609900,547800,474600,423100,377100,361800,349400,336400,329400,319600,324600,322500,311700,306000,299800,292700,286900,290300,295100,301800,311900,322700,338000,357300,380100,399900,404000,412200,416700,423500,430900,437200,445200,450300,462500,481900,495100,504300,517800
395183,"Vallejo, CA",123,62320.5965053224,64366.4390439847,67653.8963647319,68599.2167101828,74242.9202651135,76133.5609560153,77205.8646314521,79801.9682667202,78814.3201446074,84204.0570395662,84345.1496284395,88719.0198835108,84359.2588873268,87364.5310303274,82327.5256075517,84345.1496284395,89551.466157863,87717.2625025106,90158.1642900181,89170.5161679052,90158.1642900181,91442.1068487648,88958.8772845953,89875.9791122716,91159.9216710183,92655.5031130749,95392.6993372163,96211.0363526813,97791.2733480619,99554.9307089777,100147.519582245,102531.984334204,103731.271339626,104295.64169512,106383.812010444,106821.199035951,110080.437838923,111731.221128741,113635.97107853,118630.648724644,122397.82084756,126969.220727054,133840.429805182,140584.655553324,145537.005422776,150080.186784495,154143.653344045,155032.536653947,155977.856999397,155780.327374975,156655.101425989,157713.295842539,156782.084755975,155385.26812613,155639.234786102,154708.023699538,153268.879293031,152549.307089777,151688.64229765,151208.927495481,150291.825667805,146693.964651536,145452.349869452,144887.979513959,141092.588873268,143914.440650733,144873.870255071,142898.574010846,143801.566579634,140500,140100,140600,142000,141200,141500,142200,144800,146100,149300,152600,157800,161200,165500,172400,179100,190100,200900,213600,226700,237200,246500,250300,252100,257500,269100,277600,294100,306400,315600,328800,344200,361600,382100,403200,419200,439900,458600,471500,475900,474700,467800,456900,444400,434300,421600,401500,364000,330200,298900,280800,283000,265300,244800,233900,226800,223600,223500,217000,204300,203900,199200,194400,193400,194300,205800,215800,229200,240100,252900,270400,282900,299500,311600,319500,326400,332300,336200,342800,352000,359200,372700,382400,386200,394500
394870,"Mobile, AL",124,,,,,,,,,,,,,,,,,,,,,48508.4774921151,45907.9136003058,50436.7867724362,41703.3737933671,40936.7676574596,47128.5864474816,46816.0470228424,47075.5137149957,46591.9621523464,48284.392621619,48974.3381439358,49457.8897065851,49304.5684794036,48148.7623052662,47641.622861512,47523.6834559878,49558.1382012807,49062.7926980789,49180.7321036032,47647.5198317882,47411.6410207397,46515.3015387556,47694.6955939979,48520.2714326675,47747.7683264838,48201.8350377521,48720.7684220587,48832.8108573067,49180.7321036032,49752.7382203957,50401.4049507789,51168.0110866864,52028.9687470133,51728.2232629265,52707.1203287776,53420.6537321992,54063.4234923062,54995.1447959476,55903.2782184842,56227.6115836758,55950.4539806939,56864.4843735066,57477.7692822326,57619.2965688617,58969.7027621141,60261.1392526044,60668.030201663,60054.745292937,61658.7212080665,61700,62200,62300,63300,64100,65300,67200,69600,70200,71600,72500,72800,73200,73200,74000,75400,76900,77500,77700,77700,77800,78100,78600,79500,79700,80900,81100,81300,83000,83100,83600,84500,84900,87900,91500,94000,98200,100600,105100,108900,112700,116600,118700,119200,118700,120600,122500,122600,122800,121000,117200,116500,115000,113400,113600,112400,110500,106800,104500,106100,102600,102100,97100,95000,97100,95500,97100,95000,94100,95700,95000,95700,96400,97900,99500,99200,99500,99200,101300,103000,105200,106600,109100,110300,111100
395015,"Reading, PA",125,,,,,,,54724.3471507621,54791.282399767,49015.7266284827,50803.8539947578,51157.6545966411,58654.4024851956,,,55470.1970682458,51760.0718376857,55833.5598485584,57134.0161149403,57535.62760897,56474.2258033201,56254.2956994467,57975.4878167168,60031.3561790117,58616.1537714785,60825.0169886419,61953.3540432968,62986.0693136589,63808.4166585768,63817.9788370061,65022.8133190952,66552.7618677798,68111.3969517523,69478.7884671391,72031.8901077565,73466.2168721483,75531.6474128725,78878.4098631201,79232.2104650034,84108.9214639355,85571.9347636152,87866.8575866421,87369.6243083196,92408.8923405495,92925.2499757305,93173.8666148918,93537.2293952043,94579.5068439957,93087.8070090282,94694.2529851471,96425.0072808465,96061.6445005339,97534.2199786429,97400.3494806329,96788.3700611591,98452.1891078536,98356.5673235608,97390.7873022037,98968.5467430347,99073.7307057567,100565.430540724,100833.171536744,99111.9794194738,98825.1140665955,97524.6578002136,95621.7842927871,97390.7873022037,98586.0596058635,98777.3031744491,101932.822056111,98500,98800,99600,100400,101100,101400,102000,102600,102600,102300,103200,103600,103900,104300,104200,104900,105700,106900,108400,110400,112100,113300,113700,115000,116400,118200,120900,122800,126400,129800,132700,135500,138100,141100,144000,147300,150200,153800,158600,163300,168600,173000,175600,177000,177400,176600,176900,175800,174700,172700,170800,168600,165900,165400,166400,169200,167000,165300,162200,158100,159000,158300,154600,151600,152100,151200,152200,153800,153300,153500,154300,154100,155200,156400,157000,157700,158000,158300,158000,159000,160600,162400,165200,169200,169600
394421,"Brownsville, TX",126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39138.8600056716,38925.7963890727,40167.123546649,39796.578126477,38948.9554778334,43080.5369127517,39347.2918045184,39847.5281217506,40319.97353247,41468.6643350033,41672.4643160979,42445.9778807071,41538.1416012856,42686.8324038189,43997.6368276775,43640.9868607619,44863.7867473296,44048.5868229511,46128.2729936667,45776.2548445033,45442.7639663484,45489.0821438699,47443.7092352774,47948.5773702618,46318.1775215049,48018.0546365441,48402.4955099726,49199.1681633425,50829.5680120994,49000,51400,54100,57400,56900,56500,57200,58300,60100,62000,63100,62600,62500,61800,61900,61600,64300,64700,65300,66900,67900,66800,66400,66100,65300,66300,67000,66800,66400,67400,66600,66600,68600,70100,70600,70000,68200,67300,67600,69400,70000,71600,70700,68800,66700,63000,62200,62000,62800,64700,66500,68100,69600,69600,69300,69500,69700,69200,69400,69700,70300,71400,71900,71900,71900,71800,72400,72000,72300,73500,74500,75500,74800,74400,73900,73300,73200,74600,73600,73900,74800,75600,77900,80000,82200
394746,"Killeen, TX",127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59094.8951772116,58415.643508508,59245.8399924791,62484.8641534267,60465.9772492244,57459.6596784808,57245.8211901852,58069.7283068534,57767.8386763185,58742.6906082542,58107.4645106703,56233.2330544326,55824.4241797499,52717.4767321613,54660.8912287299,53616.8562564633,55830.7135470527,51447.0245369935,54761.5211055749,50308.6490551847,53843.2734793645,52314.9572247814,56013.1051988343,56189.207483313,55774.1092413274,55761.5305067218,58289.8561624518,57415.6341073611,57465.9490457836,60151.5088840839,61585.4846291248,61239.5694274702,62000.5828711103,63239.588229764,63899.9717965592,63434.5586161512,62893.6730281094,65755.3351508884,65635.837172135,66296.2207389301,66390.5612484723,66900,68100,73700,76500,78300,79300,79200,79400,79600,81100,81700,84700,87800,87600,88700,88100,90600,92800,94100,93100,95200,96300,97900,98400,98300,100200,1e+05,100900,99000,99100,97900,100500,103800,104000,104500,107500,107300,108500,110600,112600,115300,116500,118300,116200,116500,117600,118200,116900,116700,114000,111300,109300,107300,108500,110100,111400,111700,111600,111400,111800,111200,110100,109800,109400,109400,109700,109200,109800,109600,109500,109200,109200,108700,108500,108500,109400,111200,113000,114400,115000,116100,117500,117800,118400,119500
394439,"Canton, OH",128,42388.4216376436,44487.3101148574,45323.8236383846,45110.8929233049,46411.29121897,47118.5253797703,48472.1563542053,46821.9433123379,43772.4712856614,46867.5713227121,46449.3145609485,50418.951463505,47635.642830678,46312.4305298259,43962.5879955539,48091.9229344202,45947.4064468322,48388.5050018525,49293.4605409411,46137.5231567247,46335.244535013,47110.9207113746,47316.2467580585,46761.1059651723,47840.968877362,48084.3182660245,48989.273805113,49012.0878103001,49186.9951834013,50122.3693960726,50791.5802148944,50799.1848832901,51787.7917747314,52312.5138940348,52411.374583179,52616.7006298629,53339.1441274546,54799.2404594294,54647.1470915154,54464.6350500185,56373.4068173398,56510.2908484624,58175.7132271212,57955.1778436458,58038.8291959985,59985.6243052983,60890.5798443868,61278.4179325676,62563.6068914413,62761.3282697295,63103.5383475361,64054.1218969989,65582.660244535,65772.7769544276,67339.3386439422,68594.1089292331,68016.1541311597,69270.9244164506,70601.7413856984,71727.2323082623,72236.7450907744,73750.0741015191,74442.098925528,75187.3564283068,76046.6839570211,77392.7102630604,79415.5520563172,80503.0196369026,82274.9073731012,82100,83000,83900,84800,85900,86400,87600,88800,89900,91100,92000,93000,93700,96400,97200,98300,99300,99500,100100,101500,101800,102900,104400,105500,106600,107500,108300,109200,109800,110300,111600,113000,113200,114100,115400,116700,117300,117900,119000,118600,119600,119400,117900,116900,115800,114500,112500,111400,110800,109800,106400,103400,102400,102000,103200,102100,101200,99000,98100,98700,97000,95500,95500,95800,96700,97600,97900,98400,99700,102200,102700,103600,104300,105500,106900,108400,110100,111200,111600,112300,112300,113100,117000,118600,120000
394372,"Beaumont, TX",129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
